id,name,image,effect,required for,description,dlc
cookbook_65,Nomadic Warrior's Cookbook [4],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Fetid Pot', 'Roped Fetid Pot']",A record of crafting techniques left by roaming nomad warriors. Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Fetid Pot- Roped Fetid Pot,0
cookbook_66,Nomadic Warrior's Cookbook [5],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,['Beastlure Pot'],A record of crafting techniques left by roaming nomad warriors. Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Beastlure Pot,0
cookbook_67,Nomadic Warrior's Cookbook [6],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Blood Grease', 'Drawstring Blood Grease', 'Bloodbone Arrow', 'Bloodbone Arrow (Fletched)', 'Bloodbone Bolt']",A record of crafting techniques left by roaming nomad warriors. Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Blood Grease- Drawstring Blood Grease- Bloodbone Arrow- Bloodbone Arrow (Fletched)- Bloodbone Bolt,0
cookbook_68,Nomadic Warrior's Cookbook [7],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Soft Cotton', 'Stanching Boluses', 'Rainbow Stone Arrow']",A record of crafting techniques left by roaming nomad warriors.Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Soft Cotton- Stanching Boluses- Rainbow Stone Arrow,0
cookbook_69,Nomadic Warrior's Cookbook [8],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Poison Grease', 'Drawstring Poison Grease']",A record of crafting techniques left by roaming nomad warriors. Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Poison- Drawstring Poison Grease,0
cookbook_70,Nomadic Warrior's Cookbook [9],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,['Rancor Pot'],A record of crafting techniques left by roaming nomad warriors.Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Rancor Pot,0
cookbook_71,Nomadic Warrior's Cookbook [10],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,['Stormwing Bone Arrow'],A record of crafting techniques left by roaming nomad warriors.Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Stormwing Bone Arrow,0
cookbook_72,Nomadic Warrior's Cookbook [11],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook-elden-ring-wiki-guide-200px.png,Expands crafting repertoire,"['Crystal Dart', 'Spellproof Dried Liver', 'Shattershard Arrow']",A record of crafting techniques left by roaming nomad warriors. Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Crystal Dart- Spellproof Dried Liver- Shattershard Arrow,0
cookbook_73,Nomadic Warrior's Cookbook [12],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook-elden-ring-wiki-guide-200px.png,Expands crafting repertoire,['Cursed-Blood Pots'],A record of crafting techniques left by roaming nomad warriors.Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Cursed-Blood Pots,0
cookbook_74,Nomadic Warrior's Cookbook [13],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertiore,"['Bone Great Arrow', 'Bone Great Arrow (Fletched)', 'Bone Ballista Bolt']",A record of crafting techniques left by roaming nomad warriors.Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Bone Great Arrow- Bone Great Arrow (Fletched)- Bone Ballista Bolt,0
cookbook_75,Nomadic Warrior's Cookbook [14],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Poison Pot', 'Roped Poison Pot', 'Poisonbone Dart']",A record of crafting techniques left by roaming nomad warriors. Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Poison Pot- Roped Poison Pot- Poisonbone Dart,0
cookbook_76,Nomadic Warrior's Cookbook [15],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Rotbone Arrow', 'Rotbone Arrow (Fletched)', 'Rotbone Bolt']",A record of crafting techniques left by roaming nomad warriors.Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Rotbone Arrow - Rotbone Arrow (Fletched) - Rotbone Bolt,0
cookbook_77,Nomadic Warrior's Cookbook [16],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Thawfrost Boluses', 'Stimulating Boluses']",A record of crafting techniques left by roaming nomad warriors. Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Thawfrost Boluses- Stimulating Boluses,0
cookbook_78,Nomadic Warrior's Cookbook [15],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Rotbone Arrow', 'Rotbone Arrow (Fletched)', 'Rotbone Bolt']",A record of crafting techniques left by roaming nomad warriors.Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Rotbone Arrow - Rotbone Arrow (Fletched) - Rotbone Bolt,0
cookbook_79,Nomadic Warrior's Cookbook [16],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Thawfrost Boluses', 'Stimulating Boluses']",A record of crafting techniques left by roaming nomad warriors. Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Thawfrost Boluses- Stimulating Boluses,0
cookbook_80,Nomadic Warrior's Cookbook [17],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Soap', 'Oil Pot', 'Roped Oil Pot']",A record of crafting techniques left by roaming nomad warriors. Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Soap - Oil Pot - Roped Oil Pot,0
cookbook_81,Nomadic Warrior's Cookbook [18],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Dappled Cured Meat', 'Dappled White Cured Meat']",A record of crafting techniques left by roaming nomad warriors. Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Dappled Cured Meat - Dappled White Cured Meat,0
cookbook_82,Nomadic Warrior's Cookbook [19],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Sweet Raisin', 'Warming Stone']",A record of crafting techniques left by roaming nomad warriors.Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Sweet Raisin - Warming Stone,0
cookbook_83,Nomadic Warrior's Cookbook [20],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Volcano Pot', 'Roped Volcano Pot']",A record of crafting techniques left by roaming nomad warriors. Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: -Volcano Pot-Roped Volcano Pot,0
cookbook_84,Nomadic Warrior's Cookbook [21],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,['Alluring Pot'],A record of crafting techniques left by roaming nomad warriors.Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Alluring Pot,0
cookbook_85,Nomadic Warrior's Cookbook [22],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Rot Pot', 'Rot Grease', 'Drawstring Rot Grease']",A record of crafting techniques left by roaming nomad warriors.Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Rot Pot- Rot Grease- Drawstring Rot Grease,0
cookbook_86,Nomadic Warrior's Cookbook [23],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Frozen Raisin', 'Clarifying Cured Meat', 'Clarifying White Cured Meat']",A record of crafting techniques left by roaming nomad warriors. Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Frozen Raisin- Clarifying Cured Meat- Clarifying White Cured Meat,0
cookbook_87,Nomadic Warrior's Cookbook [24],http://eldenring.wiki.fextralife.com/file/Elden-Ring/nomadic_warriors_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Swarm Pot', 'Roped Fly Pot']",A record of crafting techniques left by roaming nomad warriors. Contains knowledge for surviving in the face of utter scarcity. Acquire the knowledge to craft the following: - Swarm Pot- Roped Fly Pot,0
cookbook_88,Glintstone Craftsman's Cookbook [1],http://eldenring.wiki.fextralife.com/file/Elden-Ring/glintstone_craftsmans_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,['Cuckoo Glintstone'],"A record of crafting techniques left by a glintstone craftsman who served the Academy.Contains information on ""faux sorceries,"" such as they were called. Acquire the knowledge to craft the following: - Cuckoo Glintstone",0
cookbook_89,Glintstone Craftsman's Cookbook [2],http://eldenring.wiki.fextralife.com/file/Elden-Ring/glintstone_craftsmans_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,['Freezing Grease'],"A record of crafting techniques left by a glintstone craftsman who served the Academy. Contains information on ""faux sorceries,"" such as they were called. Acquire the knowledge to craft the following: - Freezing Grease",0
cookbook_90,Glintstone Craftsman's Cookbook [3],http://eldenring.wiki.fextralife.com/file/Elden-Ring/glintstone_craftsmans_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,['Albinauric Pot'],"A record of crafting techniques left by a glintstone craftsman who served the Academy.Contains information on ""faux sorceries,"" such as they were called. Acquire the knowledge to craft the following: - Albinauric Pot",0
cookbook_91,Glintstone Craftsman's Cookbook [4],http://eldenring.wiki.fextralife.com/file/Elden-Ring/glintstone_craftsmans_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Magic Pot', 'Roped Magic Pot', 'Shield Grease']","A record of crafting techniques left by a glintstone craftsman who served the Academy.Contains information on ""faux sorceries,"" such as they were called. Acquire the knowledge to craft the following: - Magic Pot- Roped Magic Pot- Shield Grease",0
cookbook_92,Glintstone Craftsman's Cookbook [5],http://eldenring.wiki.fextralife.com/file/Elden-Ring/glintstone_craftsmans_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Magic Grease', 'Drawstring Magic Grease', 'Magicbone Arrow', 'Magicbone Arrow (Fletched)', 'Magicbone Bolt']","A record of crafting techniques left by a glintstone craftsman who served the Academy. Contains information on ""faux sorceries,"" such as they were called. Acquire the knowledge to craft the following: - Magic Grease- Drawstring Magic Grease- Magicbone Arrow- Magicbone Arrow (Fletched)- Magicbone Bolt",0
cookbook_93,Glintstone Craftsman's Cookbook [6],http://eldenring.wiki.fextralife.com/file/Elden-Ring/glintstone-craftman's-cookbook-1_cookbooks-elden-ring-wiki-guide-200.png,Expands crafting repertoire,['Freezing Pot'],"A record of crafting techniques left by a glintstone craftsman who served the Academy. Contains information on ""faux sorceries,"" such as they were called. Acquire the knowledge to craft the following: - Freezing Pot",0
cookbook_94,Glintstone Craftsman's Cookbook [7],http://eldenring.wiki.fextralife.com/file/Elden-Ring/glintstone_craftsmans_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Coldbone Arrow', 'Coldbone Arrow (Fletched)', 'Coldbone Bolt']","A record of crafting techniques left by a glintstone craftsman who served the Academy. Contains information on ""faux sorceries,"" such as they were called. Acquire the knowledge to craft the following: - Coldbone Arrow- Coldbone Arrow (Fletched)- Coldbone Bolt",0
cookbook_95,Glintstone Craftsman's Cookbook [8],http://eldenring.wiki.fextralife.com/file/Elden-Ring/glintstone_craftsmans_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,['Academy Magic Pot'],"A record of crafting techniques left by a glintstone craftsman who served the Academy.Contains information on ""faux sorceries,"" such as they were called. Acquire the knowledge to craft the following: - Academy Magic Pot",0
cookbook_96,Frenzied's Cookbook [1],http://eldenring.wiki.fextralife.com/file/Elden-Ring/frenzieds_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,['Clarifying Boluses'],A record of crafting techniques left by those afflicted by the madness of the flame of frenzy.Contains techniques discovered in desperation. Acquire the knowledge to craft the following: - Clarifying Boluses,0
cookbook_97,Frenzied's Cookbook [2],http://eldenring.wiki.fextralife.com/file/Elden-Ring/frenzieds_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,['Frenzyflame Stone'],A record of crafting techniques left by those afflicted by the madness of the flame of frenzy. Contains techniques discovered in desperation. Acquire the knowledge to craft the following: - Frenzyflame Stone,0
cookbook_98,Perfumer's Cookbook [1],http://eldenring.wiki.fextralife.com/file/Elden-Ring/perfumers_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Spark Aromatic', 'Uplifting Aromatic']",A record of crafting techniques left by a military perfumer.Contains martial techniques beyond the repertoire of an ordinary physician. Acquire the knowledge to craft the following: - Spark Aromatic - Uplifting Aromatic,0
cookbook_99,Perfumer's Cookbook [2],http://eldenring.wiki.fextralife.com/file/Elden-Ring/perfumers_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Poison Spraymist', 'Bloodboil Aromatic']",A record of crafting techniques left by a depraved perfumer. Contains perilous techniques no ordinary physician would attempt. Acquire the knowledge to craft the following: - Poison Spraymist- Bloodboil Aromatic,0
cookbook_100,Perfumer's Cookbook [3],http://eldenring.wiki.fextralife.com/file/Elden-Ring/perfumers_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,['Ironjar Aromatic'],A record of crafting techniques left by a depraved perfumer. Contains perilous techniques no ordinary physician would attempt. Acquire the knowledge to craft the following: - Ironjar Aromatic,0
cookbook_101,Perfumer's Cookbook [4],http://eldenring.wiki.fextralife.com/file/Elden-Ring/perfumers_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,['Acid Spraymist'],A record of crafting techniques left by a depraved perfumer.Contains perilous techniques no ordinary physician would attempt. Acquire the knowledge to craft the following: - Acid Spraymist,0
cookbook_102,Ancient Dragon Apostle's Cookbook [1],http://eldenring.wiki.fextralife.com/file/Elden-Ring/ancient_dragon_apostles_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Lightning Grease', 'Drawstring Lightning Grease', 'Lightningbone Arrow', 'Lightningbone Arrow (Fletched)', 'Lightningbone Bolt']","A record of crafting techniques taught by the capital's ancient dragon cult.Details techniques that harness lightning, the weapon of the ancient dragons. Acquire the knowledge to craft the following: - Lightning Grease- Drawstring Lightning Grease- Lightningbone Arrow- Lightningbone Arrow (Fletched)- Lightningbone Bolt",0
cookbook_103,Ancient Dragon Apostle's Cookbook [2],http://eldenring.wiki.fextralife.com/file/Elden-Ring/ancient_dragon_apostles_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Lightning Pots', 'Roped Lightning Pots']","A record of crafting techniques taught by the capital's ancient dragon cult.Details techniques that harness lightning, the weapon of the ancient dragons. Acquire the knowledge to craft the following: - Lightning Pots- Roped Lightning Pots",0
cookbook_104,Ancient Dragon Apostle's Cookbook [3],http://eldenring.wiki.fextralife.com/file/Elden-Ring/ancient_dragon_apostles_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,['Dragonwound Grease'],"A record of crafting techniques taught by the capital's ancient dragon cult.Details techniques that harness lightning, the weapon of the ancient dragons. Acquire the knowledge to craft the following: - Dragonwound Grease",0
cookbook_105,Ancient Dragon Apostle's Cookbook [4],http://eldenring.wiki.fextralife.com/file/Elden-Ring/ancient_dragon_apostles_cookbook_elden_ring_wiki_guide_200px.png,Expands crafting repertoire,"['Ancient Dragonbolt Pot', 'Lightningproof Dried Liver']","A record of crafting techniques taught by the capital's ancient dragon cult.Details techniques that harness lightning, the weapon of the ancient dragons. Acquire the knowledge to craft the following: - Ancient Dragonbolt Pot- Lightningproof Dried Liver",0
